sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,4250.2,0.1,-140.9,,HARIYANA SHIP BREAKERS LTD.,0.1,,0.3,90709,20130331,2.6,0.5,164.3,0.0,,10218.9,0.1,5118.3,0.4,1.4
,12,11.9,,,,HARMONY CAPITAL SERVICES LTD.,,,,90805,20130331,,,0.0,,,0.5,,11.9,,
,12,125.35,,,,HARPARTAP STEEL LTD.,,,,90882,20130331,,,,,,,,17.5,,
1.7,12,198.1,0.0,21.9,,LE WATERINA RESORTS & HOTELS LTD.,1.3,,,90896,20130331,87.2,10.1,2.9,,,116.0,0.0,248.6,,
,12,5242.0,7.4,202.1,,HARRISONS MALAYALAM LTD.,,,51.9,90913,20130331,58.6,1.3,23.0,28.7,,3423.2,,6721.5,-1.9,2.6
0.0,12,16.6,0.2,-0.3,,HARSH POLYMERS (INDIA) LTD.,,0.0,,90980,20130331,0.2,,-0.3,0.0,,0.2,,16.7,,
0.4,12,684.6,-35.3,45.9,0.2,HARTRON COMMUNICATIONS LTD.,-3.8,1.7,,91152,20130331,-22.9,3.2,51.5,2.5,,331.3,,757.8,,8.6
,12,0.5,,0.1,,TERRA GREEN TRDG. LTD.,,,,91153,20130331,,,0.0,,,,,0.5,,
0.1,12,108.75,,-0.1,,ALCHEMIST CORPORATION LTD.,,,,91247,20130331,,,-2.4,,,,,258.8,,
,12,2842.15,0.1,,,HARYANA FINANCIAL CORPN.,,,0.1,91248,20130331,-2.6,-2.7,-3.1,,,17.9,,2694.7,,
,12,318.15,7.6,42.8,,HARYANA LEATHER CHEMICALS LTD.,,,0.0,91265,20130331,11.7,3.5,17.8,0.4,5.8,434.5,,334.0,,0.2
,12,347.0,,8.0,,HARYANA TEXPRINTS (OVERSEAS) LTD.,,,0.0,91324,20130331,-5.7,0.3,6.9,-6.6,,526.5,,383.6,,0.6
0.1,12,265.75,,-37.2,,HASTI FINANCE LTD.,0.0,,,91417,20130331,,,4.1,,,,,269.2,,
1.3,12,132.0,,2.4,0.0,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,0.2,,,91458,20130331,7.3,0.7,-9.4,6.4,,174.0,,142.6,,0.0
50.6,12,17046.95,,357.9,-0.6,HATHWAY CABLE & DATACOM LTD.,5.5,1.3,,91459,20130331,3822.9,5.8,32.0,3450.8,,6543.1,353.6,20350.8,,-5.3
,12,52.45,,,,HATIGOR TEA ESTATES LTD.,,,,91472,20130331,-0.4,,0.0,-0.4,,1.6,,52.8,,
329.3,12,6281.8,17.7,1428.2,,HATSUN AGRO PRODUCTS LTD.,9.8,,20.2,91480,20130331,726.5,77.4,446.7,472.7,,21682.0,18.7,6874.5,,-1.1
1302.5,12,27684.3,685.2,3781.5,,HAVELLS INDIA LTD.,,56.4,0.0,91512,20130331,1803.6,238.0,3713.9,735.9,169.5,47381.9,60.2,28754.6,,11.9
0.0,12,291.4,0.5,14.3,,HAWA ENGINEERS LTD.,,0.4,,91539,20130331,1.0,,13.1,0.0,,646.3,,300.5,,0.1
120.4,12,1643.75,,229.9,,HAWKINS COOKERS LTD.,,,,91566,20130331,16.8,2.4,341.0,14.4,10.5,4446.0,,1710.1,,0.0
0.1,12,131.7,,0.3,,H B LEASING & FINANCE CO. LTD.,0.0,,,91624,20130331,0.1,0.1,-158.6,,,,,53.9,,
,12,34.2,,-1.5,,HEALTHY INVESTMENTS LTD.,,,,91709,20130331,,,1.0,,,,,34.7,,
,12,42.05,,-0.2,,HEERA ISPAT LTD.,,,,91854,20130630,,,-7.5,,,,,38.6,,
24.8,12,6042.6,,312.3,,HELIOS & MATHESON INFORMATION TECHNOLOGY LTD.,,,,91935,20130930,326.1,36.9,396.9,234.6,,4430.6,54.6,6488.8,,
0.0,12,7.4,,0.1,,HELPAGE FINLEASE LTD.,,,,91988,20130331,,,0.0,,,,,7.4,,
,12,473.8,6.3,6.9,,HEMADRI CEMENTS LTD.,,0.0,,92057,20130331,19.0,0.4,29.2,10.6,,824.1,,460.6,,
,12,3.55,,0.0,,I D INFO BUSINESS SERVICES LTD.,,,,92067,20130331,,,-0.3,,,,,3.6,,
9.4,12,2499.2,4.1,30.3,,HERCULES HOISTS LTD.,0.6,0.2,7.5,92437,20130331,11.4,1.0,285.3,0.7,,1371.3,0.1,2688.5,,4.7
,12,5857.55,13.9,15.5,,S I GROUP-INDIA PVT. LTD.,,,0.3,92450,20130331,50.1,1.6,232.3,35.0,22.1,11635.4,,6223.2,,-0.4
,12,428.8,,-18.0,,UNIMERS INDIA LTD.,,,,92452,20130331,,,-39.5,,,0.7,,409.1,,0.0
15.8,12,4108.8,39.2,973.2,,HERITAGE FOODS LTD.,,,0.0,92486,20130331,175.7,21.0,499.0,90.9,,16027.0,25.8,4132.2,,2.2
4687.1,12,103177.5,352.1,18904.3,,HERO MOTOCORP LTD.,92.2,,11.3,92590,20130331,3768.1,63.3,21181.6,2014.6,597.6,258659.6,172.7,107308.3,,-39.7
,12,1033.8,2.3,164.5,,HESTER BIOSCIENCES LTD.,1.4,0.6,0.0,92629,20130331,25.7,3.9,96.9,10.6,5.9,666.1,0.2,1147.7,,2.2
,12,95.4,,,,HI-TECH DRUGS LTD.,,,,92846,20130331,,,,,,,,95.4,,
,12,3003.95,10.4,697.9,,HI-TECH GEARS LTD.,,,0.0,92871,20130331,113.9,3.0,162.1,82.4,8.0,4100.4,12.2,3115.8,,0.0
0.3,12,,38.0,21.9,,HI-TECH PIPES LTD.,0.3,,0.1,92893,20130331,47.0,2.8,20.7,9.5,,4088.0,,1942.4,,6.2
1.1,12,1678.65,155.8,365.6,,HITECH CORPORATION LTD.,0.2,,0.5,92894,20130331,339.5,0.9,70.2,142.7,29.6,2885.7,2.1,1708.0,,0.0
,12,107.25,,,,MISHTANN FOODS LTD.,,,,92995,20130331,,,,,,,,107.3,,
,12,165.6,,-118.2,,PHOTON CAPITAL ADVISORS LTD.,0.1,,,93016,20130331,0.2,0.1,-73.4,,,,,124.3,,
0.1,12,48.05,,-0.9,,UDAY JEWELLERY INDS. LTD.,,,,93025,20130331,,,12.6,,,185.8,,45.2,,
,12,690.25,1.0,-2.9,,HIGH ENERGY BATTERIES (INDIA) LTD.,,,0.0,93039,20130331,2.2,0.4,3.7,0.8,7.2,679.8,,683.4,,0.0
0.9,12,10913.65,333.8,613.0,,HIKAL LTD.,,46.3,30.5,93259,20130331,1374.0,42.2,255.0,943.9,299.6,6650.9,,12293.0,,-2.1
,12,95.75,0.2,-10.6,,REAL NEWS & VIEWS LTD.,0.0,,,93326,20130331,0.1,0.6,0.5,0.1,,11.3,,182.9,,-0.4
0.1,12,750.25,1.6,55.9,,HIMACHAL FIBRES LTD.,0.1,0.0,1.2,93464,20130331,13.6,,6.3,11.9,,1209.5,,750.9,,
,12,14547.4,0.1,842.5,,HIMACHAL FUTURISTIC COMMUNICATIONS LTD.,,15.4,0.0,93468,20130331,-587.1,31.4,548.0,-651.3,,6173.1,16.7,12071.4,,0.6
,12,23648.4,67.0,-108.9,,HIMADRI SPECIALITY CHEMICAL LTD.,,,2.6,93511,20130331,1155.2,9.5,235.5,999.9,21.6,14657.0,,24730.3,,5.6
0.1,12,128.05,,-7.1,,HIMADRI CREDIT & FINANCE LTD.,,,,93513,20130331,,,0.2,,,,,124.8,,
,12,102.55,-0.6,-5.9,,HIMALAYA GRANITES LTD.,,0.0,4.5,93566,20130331,-9.5,,3.4,-5.0,,4.5,,103.6,,-3.9
,12,1.75,,8.4,,HIMALCHULI FOOD PRODUCTS LTD.,,,,93628,20130331,,,0.0,,,1.0,,0.3,,
13.2,12,3410.05,62.2,277.8,,HIMALYA INTERNATIONAL LTD.,,,341.5,93633,20130331,1167.9,4.1,531.6,1086.9,,1700.9,,3573.0,,14.7
1.2,12,12223.95,30.7,1152.4,,HIMATSINGKA SEIDE LTD.,,,23.1,93698,20130331,18.9,4.7,423.4,-42.3,28.0,7274.8,26.3,12375.6,,-1.6
,12,0.2,,0.6,,HIMGIRI FOODS LTD.,,,,93731,20130331,,,0.6,,,,,0.2,,
0.1,12,67.0,,1.0,,HIND COMMERCE LTD.,,,,93825,20130331,,,0.3,,,5.3,,67.1,,
,12,1598.4,,126.3,,HIND INDUSTRIES LTD.,,,,93854,20130331,1.3,,15.6,0.0,,1527.8,,1633.7,,1.3
0.9,12,1087.4,10.9,62.6,,HIND RECTIFIERS LTD.,1.0,,0.1,93881,20130331,34.3,1.0,101.3,5.0,3.9,1454.2,2.3,1143.7,,1.6
0.1,12,137.5,,-17.9,,HIND SECURITIES & CREDITS LTD.,,,,93885,20130331,,,-1.2,,,,,141.4,,
,18,305.3,0.0,358.5,,HIND SYNTEX LTD.,0.0,1.2,210.3,93893,20130930,-159.0,0.3,180.3,-158.8,,1487.9,,305.3,,-1.7
,12,612989.55,419.3,-3523.4,,HINDALCO INDUSTRIES LTD.,,,,93902,20130331,5953.6,68.4,17130.9,5673.8,249.7,280912.3,29.2,668004.4,6.4,-330.6
1.4,12,7369.25,,-947.7,,HINDUJA VENTURES LTD.,0.3,,,93947,20130331,0.2,-0.1,767.5,,,,,7577.0,,0.0
0.2,12,469.55,,55.0,,HINDUSTAN ADHESIVES LTD.,0.3,,0.3,93952,20130331,19.0,,16.4,20.8,0.5,723.9,,480.9,,-2.1
,12,30.4,,-0.4,,HINDUSTAN AGRIGENETICS LTD.,,,,93956,20130331,-1.8,,-0.4,-1.8,,0.5,,31.8,,
,12,119.7,,-10.6,,HINDUSTAN APPLIANCES LTD.,,,,93966,20130331,,,5.6,,,,,122.5,,
,12,159.65,,-0.1,,HINDUSTAN BREWERIES & BOTTLING LTD.,,,,93972,20130331,,,3.6,,,,,158.9,,
,12,43.25,0.0,,,HINDUSTAN CERAMICS LTD.,,,,93981,20130331,,,-1.4,,,,,42.6,,
,12,5916.55,640.6,47.9,,HINDUSTAN COMPOSITES LTD.,,,0.0,93994,20130331,692.3,39.7,102.0,8.6,6.5,1045.4,0.0,5447.1,,0.3
,12,89916.6,-20.8,3415.6,,HINDUSTAN CONSTRUCTION CO. LTD.,-1.6,,733.1,93997,20130331,66.7,-64.8,-1376.4,140.2,,38540.1,,89413.8,,17.8
,12,96.25,,-0.4,,AZURE EXIM SERVICES LTD.,,,,93999,20130331,,,0.0,0.0,,,,96.3,,
17.3,12,24757.3,0.0,2149.7,,HINDUSTAN COPPER LTD.,,5.5,0.6,94000,20130331,194.0,3.5,3556.3,120.3,0.5,14766.4,,26167.1,-6.7,2.0
1.9,9,11700.7,,-996.6,,HINDUSTAN DORR-OLIVER LTD.,,,0.6,94011,20130331,-1.7,0.6,-1209.4,,,2419.6,2.1,11497.4,,-4.4
,12,318.9,,-20.4,,HINDUSTAN EVEREST TOOLS LTD.,0.4,0.4,,94016,20130331,5.4,1.0,-22.0,2.0,0.4,389.2,,320.0,,1.6
,12,345.55,0.8,16.2,,HINDUSTAN FLUOROCARBONS LTD.,0.4,,,94033,20130331,5.5,1.7,9.5,32.2,,334.6,0.6,359.0,,
,12,144.55,6.2,-10.3,,HINDUSTAN FOODS LTD.,,,,94035,20130930,6.0,,-12.0,0.2,,63.6,,178.4,,-0.4
,12,283.2,0.0,20.2,,HINDUSTAN HARDY SPICER LTD.,,,,94042,20130331,28.3,0.6,8.8,28.4,,596.6,,315.0,,-0.7
,12,54.6,,9.7,,HINDUSTAN HOUSING CO. LTD.,0.2,,,94049,20130331,10.0,9.7,6.0,0.1,,25.3,,59.0,,
14.8,12,16887.9,28.2,-346.3,,HUBERGROUP INDIA PVT. LTD.,6.4,,0.0,94062,20131231,-23.1,3.6,1493.9,-89.3,,25517.4,12.4,17974.4,,15.8
32318.8,12,114864.4,103.5,35295.8,,HINDUSTAN UNILEVER LTD.,,,6377.0,94080,20130331,3225.2,86.4,37966.7,2829.0,1043.9,272604.6,90.9,117762.0,,-2.9
106.2,18,2622.9,1.9,-1090.7,,HINDUSTAN MOTORS LTD.,,,0.0,94089,20130930,-156.5,-16.9,-712.0,-238.4,42.1,8807.8,0.8,2698.5,,-20.7
,12,21573.6,,751.5,,HINDUSTAN OIL EXPLORATION CO. LTD.,0.6,,0.0,94094,20130331,1291.9,0.2,-5508.3,0.0,,1137.2,,19901.3,,0.0
1.8,12,4644.0,17.2,-46.8,,HINDUSTAN ORGANIC CHEMICALS LTD.,,,0.0,94096,20130331,184.7,3.1,-1379.9,162.3,8.0,6260.9,0.5,4352.9,,1.6
,12,3.9,,-1.8,,HINDUSTAN OXYGEN GAS CO. LTD.,,,,94098,20130331,,,0.0,,,1.3,,3.8,,
919.1,12,744731.55,7498.2,8950.0,,HINDUSTAN PETROLEUM CORPN. LTD.,,,,94103,20130331,35472.0,341.9,9047.1,27029.3,162.7,2172089.6,155.3,769811.4,182.0,97.7
0.3,12,2399.7,0.2,4774.4,,HINDUSTAN PHOTO FILMS MFG. CO. LTD.,,,,94105,20130331,1.1,0.9,-15653.2,,9.1,38.4,,2184.0,,
184.3,12,21918.9,657.6,217.7,,H S I L LTD.,10.5,,51.2,94131,20130331,4041.7,36.6,991.2,3293.8,5.7,16932.5,,26894.4,,-15.0
0.1,12,103.65,,0.4,,HINDUSTAN BIO SCIENCES LTD.,0.1,0.1,,94136,20130331,0.4,0.2,-7.2,,,38.9,,102.5,,0.0
,12,134.15,0.0,4.4,,LUHARUKA MEDIA & INFRA LTD.,,,,94143,20130331,,,3.1,,,6.7,,141.8,,
2.2,12,2071.85,16.8,60.6,,HINDUSTAN TIN WORKS LTD.,1.7,0.0,2.1,94160,20130331,57.7,0.8,73.5,45.8,,2943.6,,2120.9,,-1.2
,12,56.7,,6.1,,HINDUSTAN WIRES LTD.,0.0,,,94172,20130331,-0.8,,4.2,-1.5,,51.5,,56.4,,0.7
,12,324957.9,782.9,47850.1,,HINDUSTAN ZINC LTD.,,,0.0,94175,20130331,5905.0,122.8,68994.8,5268.0,31.2,136079.8,108.2,354873.9,0.0,21.5
,12,41684.1,3585.0,613.5,,HINDUSTHAN NATIONAL GLASS & INDS. LTD.,,,0.0,94203,20130331,14693.8,17.3,-1718.0,11083.7,0.0,19927.2,2.1,46521.5,,5.7
,12,2.35,,-0.2,,VIAAN INDUSTRIES LTD.,,,,94208,20130331,,,1.7,,,2.7,,3.5,,
,12,10242.15,33.0,33.5,,MANAKSIA LTD.,0.7,1.2,0.4,94210,20130331,232.9,1.8,275.1,181.0,1.5,12380.6,0.0,10260.6,,15.2
0.1,12,888.15,6.8,-18.6,,HINDUSTHAN UDYOG LTD.,0.1,0.0,0.1,94217,20130331,15.5,0.5,40.4,4.5,,569.9,,931.3,,-0.1
,12,5189.1,54.5,50.3,,HINDUSTHAN URBAN INFRASTRUCTURE LTD.,,,0.2,94220,20130331,311.1,3.8,226.8,152.6,,7068.0,0.4,5483.8,,5.1
,12,110.8,,17.4,,DHENU BUILDCON INFRA LTD.,,,,94230,20130331,,,0.5,,,0.8,,116.9,,
41.6,12,180.0,,,,HIPOLIN LTD.,,,0.0,94260,20130331,-1.1,,2.3,0.0,,324.3,,169.0,,-1.1
0.5,12,693.55,10.2,-252.5,,HIRA AUTOMOBILES LTD.,0.8,,,94279,20130331,29.6,3.7,3.7,9.0,,2658.1,,814.1,,5.9
,12,2672.45,4.8,336.9,,HIRA FERRO ALLOYS LTD.,1.6,12.7,0.1,94289,20130331,38.0,1.2,38.4,14.4,,4584.5,,2614.0,0.0,0.6
0.1,12,1296.25,,-286.4,,HIRAN ORGOCHEM LTD.,,,0.0,94364,20130630,-1.4,-0.1,-600.1,0.0,0.1,267.9,,1063.0,,-1.3
0.3,12,852.4,,80.6,,HISAR METAL INDS. LTD.,0.2,,,94469,20130331,13.5,0.3,0.1,11.2,,2262.8,1.5,793.2,,-0.5
,12,102.2,0.3,-2.9,,HISAR SPINNING MILLS LTD.,,,5.1,94472,20130331,9.8,0.3,11.3,9.2,,175.4,,105.0,,0.0
0.2,12,2753.5,,371.9,,ACCENTIA TECHNOLOGIES LTD.,28.6,,,94552,20130331,189.9,0.2,122.3,,,1821.9,158.4,2926.7,,2.7
0.1,12,270.0,,-2.5,,S R M ENERGY LTD.,-0.5,,,94683,20130331,-139.7,-0.8,-3.3,,,,,14.7,,
,12,1422.9,21.8,141.5,,HOGANAS INDIA PVT. LTD.,,12.7,,94755,20130331,84.8,8.7,87.0,41.2,,,,1461.6,,0.4
106.0,12,5086.45,66.4,-304.0,,HONDA SIEL POWER PRODUCTS LTD.,3.7,,1.0,94961,20130331,536.8,6.4,206.0,413.8,,5584.8,5.1,5127.4,,12.1
1.2,12,35699.9,,-867.8,,SKIL INFRASTRUCTURE LTD.,,,0.0,95119,20130331,2.2,0.4,-2027.7,,,4689.8,,66679.6,,1.8
,12,4.25,,,,PURPLE ENTERTAINMENT LTD.,,,,95355,20130331,,,-0.1,,,,,4.2,,
,12,56629.05,7307.1,2721.7,,HOTEL LEELAVENTURE LTD.,,,0.0,95410,20130331,10876.2,1277.7,-4334.6,2453.9,,6453.4,29.6,64535.1,,8.6
0.1,12,91.0,,1.3,,HOTEL RUGBY LTD.,,,,95482,20130331,,,31.2,,,,,97.8,,
,12,318.45,,-0.1,,HOTLINE GLASS LTD.,,,,95580,20130331,,,49.3,,,,,317.1,,0.0
22.7,12,280081.35,27.1,19880.7,,HOUSING & URBAN DEVP. CORPN. LTD.,,,0.2,95627,20130331,-13.8,-44.0,7005.6,,31.5,270.2,0.0,277875.4,,0.6
43.5,12,166824.1,0.0,5189.6,,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,-0.9,,,95631,20130331,-8.2,-1.3,1451.5,0.0,,9690.5,0.4,166862.9,,-6.4
240.6,12,1815159.35,0.1,-281177.4,,HOUSING DEVELOPMENT FINANCE CORPN. LTD.,45.5,,,95632,20130331,208.3,69.4,48708.8,,,97.4,58.9,1954624.9,,8.0
,12,167.35,38.3,7.2,,HOWARD HOTELS LTD.,0.1,,,95650,20130331,43.0,4.2,2.0,1.9,,85.2,0.3,182.3,,-1.8
553.5,12,62331.3,0.0,2988.0,,TATA TELESERVICES (MAHARASHTRA) LTD.,,,0.0,95745,20130331,3933.9,100.6,-6587.7,3745.0,,26345.4,5.2,62685.4,,-2.7
0.1,12,12.35,,-0.6,,EPSOM PROPERTIES LTD.,,,,95767,20130331,,,-0.6,,,,,11.0,,
164.2,12,7389.15,24.5,131.8,,H I L LTD.,,,0.0,95994,20130331,520.4,4.8,606.4,344.0,32.1,11696.6,5.2,8024.1,,2.4
,12,889.2,0.8,88.4,,KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD.,0.4,,7.1,96093,20130331,-33.3,2.5,-50.5,-39.7,8.8,1763.4,0.3,876.8,,1.3
,12,,,-0.3,,HYPERSOFT TECHNOLOGIES LTD.,0.0,,,96183,20130331,,,0.4,,,7.6,,27.4,,0.0
,12,339.55,,,,HYTAISUN MAGNETICS LTD.,,,,96204,20130331,,,-1.9,,,137.3,,392.2,,
,12,6.35,,-0.2,,I B INFOTECH ENTERPRISES LTD.,,,,96315,20130331,,,-0.2,,,,,6.3,,
0.3,12,206.9,,3.5,,I C D S LTD.,,0.0,1.0,96358,20130331,-0.6,-0.1,33.5,0.0,,15.5,,249.5,,0.0
1891.6,12,5133796.3,197.2,133737.3,,I C I C I BANK LTD.,,,352.5,96379,20130331,2192.0,542.0,83254.7,,,,1452.8,5372629.4,,
,12,40700.9,114.9,364.5,,3I INFOTECH LTD.,-220.9,,1418.3,96387,20130331,9267.5,-18.7,-2553.6,-4.3,327.1,3782.4,9393.1,44979.9,,-14.4
1121.0,12,22985.5,13.0,2080.0,,AKZO NOBEL INDIA LTD.,9.0,,,96407,20130331,336.0,28.0,2192.0,294.0,114.0,24642.0,,23501.0,,4.0
,12,0.45,,0.0,,I C P SECURITIES LTD.,,,,96442,20130331,,,-0.4,,,,,,,
1.7,12,3823.6,,408.9,,I C R A LTD.,6.1,-0.1,,96443,20130331,15.3,0.6,603.8,,,1486.4,4.9,4075.1,,2.4
549.9,12,9832.5,16.4,471.7,,G O C L CORPN. LTD.,5.6,,43.3,96520,20130331,68.9,3.8,529.9,28.8,,10957.2,1.7,16743.5,,12.6
0.7,12,425.9,0.9,-13.3,,I E C EDUCATION LTD.,,,0.0,96546,20130331,-0.3,,3.3,0.0,,44.6,,435.1,,-1.2
0.6,12,2143.95,13.2,200.5,,I F B AGRO INDS. LTD.,,,0.3,96562,20130331,13.2,0.2,262.0,-1.6,2.0,6653.6,,2316.5,,1.4
444.4,12,5073.4,25.1,321.7,,I F B INDUSTRIES LTD.,8.6,,9.0,96566,20130331,-322.0,9.1,314.5,-403.8,57.1,9875.3,39.5,5416.3,,-0.5
0.1,12,93.6,,-0.3,,SIDDHA VENTURES LTD.,,,,96569,20130331,,,0.0,,,,,89.0,,
,12,270604.65,96.9,36826.1,,I F C I LTD.,,11.2,0.0,96577,20130331,432.1,17.4,4508.7,23.6,,293.0,1.5,259198.5,,0.0
,12,2766.6,0.7,177.9,,I F G L REFRACTORIES LTD. [MERGED],0.8,,,96586,20130331,35.2,4.4,170.6,18.7,,3230.7,0.0,2880.2,,5.7
,12,18.65,0.0,-0.8,,I F M IMPEX GLOBAL LTD.,,,,96588,20130331,,,0.1,,,3.2,,18.0,,
,12,0.6,,,,I G C FOILS LTD.,,,,96594,20130331,,,,,,,,0.6,,
,12,5128.35,0.0,290.3,,I G PETROCHEMICALS LTD.,,,0.3,96611,20130331,11.6,2.3,30.8,1.7,3.1,10671.9,0.1,6223.5,,7.5
13.6,12,23210.3,716.6,550.9,,ARSHIYA LTD.,4.0,,,96640,20130331,892.1,82.2,-140.1,64.4,,7007.4,0.6,25575.0,,1.7
,12,136.6,,-0.1,,NU-TECH CORPORATE SERVICES LTD.,,,,96651,20130331,,,-24.9,,,2.3,,137.7,,
0.2,12,2192.25,,-264.0,,I K F FINANCE LTD.,0.8,,,96671,20130331,11.3,10.7,68.1,-0.1,,0.7,0.0,2481.7,,-0.1
,12,2733.8,-0.9,79.0,,I K F TECHNOLOGIES LTD.,65.6,0.3,,96673,20130331,65.5,0.6,7.0,,,402.1,,2773.0,,-0.1
,12,1455.4,,385.5,,I L & F S INVESTMENT MANAGERS LTD.,-0.2,,0.2,96713,20130331,0.7,1.0,424.4,,,5.6,,1483.5,,-0.1
0.1,12,9.45,,0.1,,I M C FINANCE LTD.,,,,96728,20130331,,,0.0,,,,,9.5,,
,12,952.6,,289.5,,KANANI INDUSTRIES LTD.,,,,96758,20130331,,,1.4,,,776.3,,765.2,,
,9,2751.2,31.8,194.8,,I M P POWERS LTD.,0.5,,,96761,20130331,105.5,0.4,22.8,70.9,,2269.0,0.0,2927.7,,1.9
0.4,12,1121.95,33.2,52.4,,I P RINGS LTD.,,3.2,,96877,20130331,113.9,4.2,-41.8,74.2,4.2,951.7,,1162.2,,-1.7
0.0,12,86.5,,-1.8,5.7,I POWER SOLUTIONS INDIA LTD.,,,,96892,20130331,5.7,,0.1,,,3.2,,86.8,,
0.0,12,85.6,,-72.6,,I S L CONSULTING LTD.,0.0,,,96993,20130331,,,1.7,,,,,112.9,,
0.0,12,1491.15,97.9,-4.6,,I S T LTD.,,,0.0,97032,20130331,125.0,4.9,67.2,22.2,,230.5,,1521.7,,0.0
4.2,12,543.9,,169.9,,AXISCADES ENGINEERING TECHNOLOGIES LTD.,19.0,,,97042,20130331,53.0,1.3,74.0,,,545.4,31.3,530.1,,
8066.5,12,319398.75,9944.4,67098.9,,I T C LTD.,,,,97066,20130331,28000.3,1726.8,74190.0,15977.8,1092.2,421055.1,149.7,345487.2,0.0,99.7
1.7,12,47911.55,0.5,-1793.9,,I T I LTD.,,,1300.1,97092,20130331,40.5,0.8,-1867.8,38.1,177.0,9363.3,,70765.6,,1.1
0.1,12,66.25,,-1.2,,I T L FINLEASE & SECURITIES LTD.,,,,97104,20130331,,,3.4,,,3.4,,67.9,,
4.6,12,491.2,0.0,-3.8,,I T L INDUSTRIES LTD.,0.3,,,97106,20130331,9.3,3.1,17.2,1.2,9.1,481.9,3.4,509.7,,1.3
5.7,12,2905.55,30.3,245.7,,PANORAMIC UNIVERSAL LTD.,1.3,9.0,,97115,20130331,90.1,37.5,200.1,8.8,,551.7,2.0,3037.2,,
11.8,12,8322.55,102.2,,,I T W INDIA PVT. LTD.,,,2.3,97139,20130331,479.5,75.1,1319.7,197.7,,12564.5,,8859.8,,6.3
1.4,12,903.2,0.1,24.6,,I V P LTD.,0.7,,1.2,97153,20130331,12.6,0.5,36.9,9.2,1.9,1691.6,,922.4,,1.9
2.8,9,89825.45,100.2,3615.6,,I V R C L LTD.,-3.3,,,97156,20130331,213.9,9.2,-1016.6,-117.3,,37590.9,1.4,93171.6,,218.3
2.0,12,89096.2,1.1,11774.9,,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,309.2,56.6,1.1,97191,20130331,510.5,79.3,10292.6,,,29377.0,,96480.5,,-6.7
,12,36.95,,-0.6,,ICCON OIL & SPECIALITIES LTD.,,,,97244,20130331,-0.1,,-1.4,,,0.6,,36.0,,
0.1,12,150.5,,0.3,,IDEASPACE SOLUTIONS PVT. LTD.,,,,97345,20130331,,,-10.7,,,0.5,,108.0,,
0.2,12,226.15,0.0,,,IDEAL CARPETS LTD.,0.2,,,97360,20130331,0.9,0.6,0.8,0.1,,136.6,,241.5,,0.0
0.6,12,109.85,0.0,,,IDEAL HOTELS & INDS. LTD.,0.1,,0.0,97392,20130331,1.0,,4.4,0.6,,64.9,0.3,112.3,,0.0
,12,2.0,0.0,,,KRETTO SYSCON LTD.,,,,97414,20130331,,,0.0,0.0,,2.8,,1.7,,
,12,53.1,,-2.4,,IGGI HIGHWAY MOTELS LTD.,,,6.5,97507,20130331,-0.2,,-0.2,,,,,52.1,,
,12,304.05,,-0.5,,IGGI RESORTS INTL. LTD.,,,,97508,20130331,,,-3.7,,,,,302.5,,
0.0,12,118.95,0.8,8.6,,IKAB SECURITIES & INVST. LTD.,0.0,,,97529,20130331,0.8,,1.9,,,,,83.3,,0.0
,12,5836.75,3.1,406.0,,IMPEX FERRO TECH LTD.,,,,97856,20130331,103.4,0.9,39.6,99.0,,6468.6,0.8,6024.5,,-0.4
0.5,12,633.7,23.7,116.2,,INANI MARBLES & INDS. LTD.,,,0.3,97970,20130331,76.2,,72.1,50.4,,772.5,,682.5,,1.1
,12,196.05,22.5,2.1,,INANI SECURITIES LTD.,,,1.7,97975,20130331,22.5,,2.3,,,0.9,,204.6,,0.0
0.0,12,158.95,,-6.7,,VISAGAR FINANCIAL SERVICES LTD.,,,,97988,20130331,,,1.2,,,1.6,,144.4,,
0.1,12,197.7,,11.6,,INCAP LTD.,0.2,0.1,,97998,20130331,0.4,0.2,6.4,-0.1,,351.8,,227.6,,0.0
0.1,12,11.8,,1.4,,INCON ENGINEERS LTD.,,,,98041,20130331,,,-0.6,,,6.0,,11.3,,
,12,111.35,,28.1,,IND BANK HOUSING LTD.,-0.8,,,98068,20130331,-1.2,-0.2,-85.5,,,,,169.4,,-0.2
0.1,12,272.35,,3.9,,IND TRA DECO LTD.,,,,98098,20130331,,,0.0,,,1.1,,274.3,,0.0
