sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
0.0,12,1138.4,0.0,-247.7,,BHORUKA ALUMINIUM LTD.,0.0,0.0,433.9,35041,20140331,-2.2,,312.8,0.0,,78.4,0.0,753.4,,-2.2
,12,1306.1,6.5,116.7,,BHURUKA GASES LTD.,0.1,,1.7,35045,20140331,32.3,0.1,28.9,24.2,,505.0,0.2,1344.8,,1.2
,12,471829.2,11212.0,23113.6,,BHUSHAN STEEL LTD.,,,4.4,35222,20140331,46779.3,18.0,619.6,31173.8,27.1,106005.3,6.2,510850.3,4070.1,3.6
,6,2913.65,-1.9,346.3,,BHUWALKA STEEL INDS. LTD.,,,0.0,35306,20140331,-1.9,,-192.9,0.0,,1729.2,,2846.7,,
,12,16242.8,277.9,1946.2,,ADITYA BIRLA CHEMICALS (INDIA) LTD. [MERGED],,,0.0,35499,20140331,3094.8,11.2,497.4,2437.4,,11866.7,17.0,17865.9,80.7,2.2
0.3,12,827.3,,-17.0,,BIHAR SPONGE IRON LTD.,,,0.0,35532,20140331,,,-177.4,,,216.1,,1158.6,,0.0
,12,7798.0,111.8,541.4,,A P L APOLLO TUBES LTD.,1.9,,0.0,35548,20140331,542.7,3.1,261.9,315.0,,21856.6,,8263.8,,11.2
0.1,12,31.65,,-0.2,,BIJLEE TEXTILES LTD.,,,,35608,20140331,,,-0.1,,,0.2,,31.5,,
0.3,12,48.35,,-0.9,,BIJOY HANS LTD.,,,,35620,20140331,,,0.4,,,3.3,,48.6,,
,12,2161.55,,200.4,,BIMETAL BEARINGS LTD.,,,1.3,35793,20140331,44.4,0.6,38.6,31.5,8.0,1619.0,13.7,2170.4,,-1.4
31.6,12,38378.05,13.7,676.1,,BINANI CEMENT LTD.,,,,35841,20140331,241.3,3.0,-1971.2,215.8,,21191.0,0.0,42972.2,1.5,7.3
460.1,12,31496.3,49.0,-126.8,,BINANI INDUSTRIES LTD.,,,,35843,20140331,63.4,-4.1,-2689.2,,,1206.6,8.1,46756.3,,
,12,1233.9,,,,BINAYAK TEX PROCESSORS LTD.,0.1,0.0,0.0,35876,20140331,13.2,0.3,65.3,10.3,0.0,1605.2,0.2,1315.4,,2.3
,12,2892.3,-4.4,579.1,,BINNY LTD.,,,0.2,35984,20140331,-10.3,-5.6,-605.7,-0.6,,,,3128.5,,0.3
,12,31228.0,205.0,1858.0,,BIOCON LTD.,,,,36073,20140331,2722.0,258.0,3244.0,2199.0,705.0,22393.0,0.0,32275.0,,-4.0
,12,102.45,0.2,3.6,,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,,,,36081,20140331,2.4,,5.2,2.2,,71.7,,146.0,,
,12,422.9,0.3,10.5,,BIOPAC INDIA CORPN. LTD.,,,,36112,20140331,67.0,0.9,10.8,15.6,,576.7,,459.9,,2.5
,12,14016.05,533.9,1204.0,,3M INDIA LTD.,-55.7,,,36277,20140331,1490.6,34.1,429.9,907.5,400.9,18180.9,7.9,14367.6,,30.8
4616.6,12,404753.15,36.7,75311.2,,IDEA CELLULAR LTD.,,,,36278,20140331,40810.3,64.5,16893.1,39461.7,,261205.6,352.7,450811.1,,165.4
0.1,12,107.25,,-0.5,,BIRLA CAPITAL & FINANCIAL SERVICES LTD.,1.2,,,36288,20140331,2.4,1.2,-5.8,,,4.3,,112.8,,
199.5,12,47631.85,327.0,3621.7,,BIRLA CORPORATION LTD.,,,39.0,36303,20140331,2494.8,21.5,1297.6,1966.1,,34603.6,9.1,49570.3,1.0,14.2
,12,1886.65,1.7,35.9,,BIRLA CABLE LTD.,,,,36309,20140331,36.8,1.5,192.4,33.6,,3219.7,,2329.0,,0.0
0.3,12,2266.9,0.0,208.8,,BIRLA PRECISION TECHNOLOGIES LTD.,,,0.0,36354,20140331,-2.4,1.0,28.4,-3.4,,1674.2,0.0,2148.7,,0.0
0.1,12,84.0,,-3.2,,BIRLA TRANSASIA CARPETS LTD.,,,,36390,20140331,,,-17.2,0.0,,22.3,,79.7,,
62.7,12,1297.65,0.2,145.6,,DIGJAM LTD. [MERGED],,,0.0,36391,20140331,1.1,0.4,2.9,0.5,1.4,1501.8,0.0,1197.8,,0.0
,12,46.9,,,,BIRMINGHAM THERMOTECH LTD.,,,,36403,20140331,,,,,,,,46.9,,
,12,10.65,,-0.6,,BISIL PLAST LTD.,,,,36462,20140331,,,-0.9,,,,,10.2,,
13.9,12,5304.4,11.8,,,BLISS G V S PHARMA LTD.,2.4,,1.4,36711,20140331,92.0,2.0,539.3,74.0,18.5,2894.2,1.6,6043.4,,0.2
0.3,12,617.35,4.3,70.6,,BLOOM DEKOR LTD.,0.0,,,36743,20140331,32.2,1.7,-16.5,21.8,,695.4,,653.5,,4.4
,12,45.55,0.0,-3.7,,BLOOM INDUSTRIES LTD.,,,,36748,20140331,,,0.5,,,2.6,,44.9,,0.0
1.1,12,1234.0,0.7,125.4,,BLOSSOM INDUSTRIES LTD.,,,0.2,36793,20140331,0.8,0.5,35.7,1.4,,2218.0,,1236.3,,-1.8
,12,1227.9,-15.9,201.0,,BLUE BLENDS (INDIA) LTD.,-1.5,-1.5,16.2,36864,20140331,-12.6,-5.8,83.2,12.2,,1755.6,,1367.2,,-0.1
0.1,12,68.8,,1.5,,VISHWAMITRA FINANCIAL SERVICES LTD.,,,,36866,20140331,,,0.4,,,,,56.1,,
0.1,12,40.0,,-3.0,,BLUE BLENDS PETROCHEMICALS LTD.,,,,36869,20140331,,,0.5,,,86.4,,40.3,,
0.1,12,89.15,,-1.9,,BLUE CHIP INDIA LTD.,,,,36895,20140331,-0.9,,1.0,,,,,83.6,,-0.9
,12,186.45,0.0,59.6,,BLUE CHIP TEX INDS. LTD.,,,0.0,36905,20140331,-0.5,,11.6,-0.5,,715.8,,187.8,,0.0
0.1,12,604.25,,132.9,,BLUE CIRCLE SERVICES LTD.,0.0,,,36924,20140331,0.2,,1.5,,,12.0,0.2,557.6,,0.0
,12,12665.5,-0.1,1197.1,,BLUE DART EXPRESS LTD.,97.4,32.6,21.9,36937,20140331,175.2,53.4,1244.0,0.4,,19325.1,,12415.9,,-8.5
,12,1219.25,,130.2,,BLUE STAR INFOTECH LTD. [MERGED],10.4,,0.3,37077,20140331,27.0,3.1,103.8,0.0,,1257.5,14.8,1285.6,,-1.3
342.8,12,25902.3,10.7,841.1,,BLUE STAR LTD.,-14.2,,11.2,37079,20140331,211.2,-2.9,759.0,174.5,247.3,27934.5,46.2,26905.0,,-7.2
,12,38.55,,-1.1,,BLUECHIP STOCKSPIN LTD.,,,,37133,20140331,,,-1.4,,,0.6,,38.0,,
,12,38.05,,-0.7,,BOBSHELL ELECTRODES LTD.,,,,37218,20140331,1.4,,-0.6,0.0,,28.1,,37.6,,1.4
0.6,12,918.1,0.0,61.8,,BOHRA INDUSTRIES LTD.,0.0,,,37296,20140331,1.8,1.2,50.0,0.0,,902.9,,963.8,,0.6
,12,5459.0,31.3,318.3,,BOMBAY BURMAH TRDG. CORPN. LTD.,0.0,,8.9,37410,20140331,152.1,3.2,51.3,92.0,,2815.1,0.0,5210.1,,3.5
0.2,12,157.65,,16.7,,BOMBAY CYCLE & MOTOR AGENCY LTD.,,0.1,0.3,37441,20140331,7.0,,14.0,0.1,,73.2,,167.9,,6.8
248.0,12,28111.0,15.7,-137.7,,BOMBAY DYEING & MFG. CO. LTD.,0.0,,0.3,37451,20140331,-23.3,-13.8,-2033.1,-48.7,,27867.8,15.5,39075.9,,0.5
,12,4048.85,-875.9,-480.3,,E-LAND APPAREL LTD.,-0.8,-115.3,746.2,37464,20140331,-4312.9,-7.4,-133.4,-3306.6,,3218.2,,2838.8,,-0.3
,12,2065.5,,-38.7,,BOMBAY OXYGEN CORPN. LTD.,,,1.1,37541,20140331,-0.7,,-26.8,-0.7,,212.2,,2047.9,,0.0
0.1,12,14.35,,-0.6,,SASHWAT TECHNOCRATS LTD.,,,,37554,20140331,,,-0.3,,,1.0,,14.2,,
0.1,12,16.65,,10.3,,BOMBAY POTTERIES & TILES LTD.,,,,37555,20140331,,,-0.2,,,,,11.4,,
1.4,12,221.55,,14.9,,BOMBAY SWADESHI STORES LTD.,0.1,-0.1,0.4,37601,20140331,-3.3,0.0,1.6,,,140.2,,219.9,,-3.3
,12,90.55,,-45.1,,BOMBAY WIRE ROPES LTD.,,,,37626,20140331,,,-0.3,,,,,76.2,,
0.3,12,5.7,,-0.1,,B K V INDUSTRIES LTD.,,,0.5,37643,20140331,0.1,,-0.1,,,1.7,,5.4,,0.0
,12,19.4,,-14.8,,BONANZA INDUSTRIES LTD.,,,,37698,20140331,,,0.3,,,4.6,,38.3,,
,15,657.6,34.6,61.8,,BORAX MORARJI LTD.,0.1,,3.1,37882,20140630,41.8,0.4,-96.4,6.7,0.2,738.5,,688.2,,0.0
,12,6769.05,878.9,7.9,,BOROSIL GLASS WORKS LTD.,,,0.0,37935,20140331,960.6,34.5,371.5,1.2,,1569.0,3.4,6929.3,,5.2
0.2,12,32.4,,-0.7,,JYOTHI INFRAVENTURES LTD.,,,,38011,20140331,,,-1.7,0.0,,0.5,,31.8,,
,12,44.1,,-56.0,,BOSTON LEASING & FINANCE LTD.,,,0.0,38033,20140331,,,0.4,,,,,70.4,,
0.6,12,368.1,0.1,-2.5,,BRADY & MORRIS ENGG. CO. LTD.,0.4,0.0,0.0,38148,20140331,8.8,0.1,9.7,8.1,,395.0,,382.2,,-0.8
3.6,12,7629.45,0.0,19.9,,BRAHMAPUTRA INFRASTRUCTURE LTD.,0.4,,0.0,38163,20140331,3.3,2.2,-206.8,4.6,,2492.0,0.1,7751.8,,-4.0
0.0,12,2466.45,,-915.4,,BILPOWER LTD.,,,0.0,38179,20140331,-12.0,-4.4,-346.2,0.0,,45.5,,2315.6,,-6.5
,12,161.65,,-17.5,,BRAHMANAND HIMGHAR LTD.,,,,38202,20140331,0.5,,3.7,0.5,,23.7,,168.2,,
,12,258.05,,0.8,,BRAKES AUTO (INDIA) LTD.,,,,38308,20140331,,,-0.4,,,10.0,,253.4,,
0.0,12,155.5,,-0.9,,A B C GAS (INTERNATIONAL) LTD.,,,,38376,20140331,1.3,0.3,1.6,,,31.0,,88.6,,1.0
0.2,12,136.4,,1.9,0.1,BRAWN BIOTECH LTD.,0.1,,,38402,20140331,0.2,,1.4,,,377.7,,137.1,,0.0
0.1,12,534.25,,1.6,,I M + CAPITALS LTD.,0.0,,,38452,20140331,,,0.7,,,,,492.8,,
,12,8.6,,0.0,,BRIDGE SECURITIES LTD.,,,,38497,20140331,,,1.1,,,,,9.2,,
384.0,12,28548.0,2277.4,4488.7,,BRIGADE ENTERPRISES LTD.,8.3,,79.1,38518,20140331,2471.0,155.1,898.0,25.9,,7657.4,6.2,29549.3,,0.3
8.8,12,888.0,2.5,93.4,,BRIGHT BROTHERS LTD.,0.4,0.8,0.7,38537,20140331,4.8,0.7,26.3,1.8,,1655.0,,919.1,,-1.4
,12,,-0.3,,,BRIJLAXMI LEASING & FINANCE LTD.,,,,38750,20140331,-0.8,-0.2,-1.3,-0.3,,,,81.9,,
,12,228.75,,53.7,,STAMPEDE CAPITAL LTD.,-13.2,,,38803,20140331,-13.2,,10.9,,,,,236.9,,
,12,109.95,,-0.4,,SOFTECH INFINIUM SOLUTION LTD.,,,,38845,20140331,,,-5.2,,,0.9,,105.2,,
5029.1,12,17966.45,296.2,6099.2,,BRITANNIA INDUSTRIES LTD.,,,93.8,38924,20140331,1551.1,24.1,3698.0,572.4,99.1,64074.3,54.7,18812.8,,0.9
,12,5.15,,0.0,,BRONZE TRADING LTD.,,,,39063,20140331,,,0.1,,,,,5.2,,
,12,48.6,,,,BUBNA MAJOR BIOTECH LTD.,,,,39190,20140331,,,-0.1,,,,,48.6,,
,12,77.35,,0.3,,SUNBRIGHT STOCK BROKING LTD.,,,,39193,20140331,,,0.2,,,,,77.1,,
,12,1219.55,40.3,39.5,,BUDGE BUDGE CO. LTD.,0.3,,1.4,39233,20140331,82.8,0.7,26.3,42.9,,1658.7,,1250.9,,-1.4
12.2,12,1949.85,,,,BURNPUR CEMENT LTD.,,,,39590,20140331,,,27.0,0.0,,1051.2,,1535.1,,
,12,34.6,,,,BURR BROWN (INDIA) LTD.,,,,39595,20140331,,,,,,,,34.6,,
,12,27265.85,0.0,2314.5,,C & C CONSTRUCTIONS LTD.,0.0,,,39807,20140630,9.9,3.9,-770.6,0.0,,12711.8,,27172.6,,6.0
0.1,12,649.55,,28.7,,C C S INFOTECH LTD.,,,,39998,20140331,,,0.3,,,654.2,,625.5,,
0.1,12,217.05,,0.6,,C D R HEALTH CARE LTD.,,,,40062,20140331,,,0.0,,,0.2,,217.3,,
,12,53.15,,,,SAFIRE GLOBAL MEDICARE LTD.,,,,40063,20140331,,,-0.1,,,,,53.2,,
,12,146084.3,253.5,19862.7,,C E S C LTD.,,,2.5,40112,20140331,8564.5,262.1,6518.9,2465.0,11.4,55722.9,17.3,163335.3,5506.5,-1.4
,12,3172.2,0.7,451.3,,IGARASHI MOTORS INDIA LTD.,,,1.6,40158,20140331,191.7,1.3,461.4,162.6,,3684.7,,3619.0,,
,12,101.35,0.0,7.4,,C G-V A K SOFTWARE & EXPORTS LTD.,,,,40202,20140331,-6.3,0.1,6.5,-6.8,,89.5,0.7,100.7,,-0.3
15.8,12,1499.35,25.3,80.8,,C H L LTD.,-0.9,,1.5,40228,20140331,42.5,16.2,12.7,-0.9,,576.0,0.0,1647.5,,2.8
,12,3.15,,-3.1,,C H P L INDUSTRIES LTD.,,,,40234,20140331,,,0.9,,,9.3,,6.1,,
,12,9.6,,-0.1,,C I F C O FINANCE LTD.,,,,40255,20140331,-27.5,,-6.4,-27.5,,,,9.3,,
0.1,12,138.4,,9.2,,C J GELATINE PRODUCTS LTD.,,,1.2,40290,20140331,0.2,0.2,-2.0,,,163.3,,216.8,,0.0
,12,14756.2,973.8,1257.1,,C M C LTD. [MERGED],,,43.6,40470,20140331,1322.9,4.3,3236.1,280.4,117.3,11448.8,64.4,15118.0,,0.0
0.0,12,666.45,0.0,-37.8,,C M I LTD.,,,0.0,40497,20140331,-4.4,-3.9,17.7,0.5,0.5,1178.8,0.0,701.9,,-1.0
0.0,12,114.1,,-1.6,,AASTHA BROADCASTING NETWORK LTD.,,,,40516,20140331,,,-2.2,,,10.8,,113.9,,
0.1,12,152.2,,12.4,,C M S FINVEST LTD.,,,,40555,20140331,,,0.1,,,,,151.8,,
,12,245.7,,-111.7,,C P E C LTD.,,,,40661,20140331,0.2,0.2,-12.5,,,,,238.2,,
,12,1072.25,,-0.1,,JINPRABHU INFRASTRUCTURE DEVELOPMENTS LTD.,,,,40758,20140331,,,0.0,,,0.3,,1072.2,,
,12,317.05,,-4.4,,COSYN LTD.,6.1,0.0,,40971,20140331,6.4,0.3,8.2,,,139.4,0.0,253.2,,0.0
6.8,12,1950.35,11.9,153.0,,C T R MANUFACTURING INDS. LTD.,,,,41031,20140331,84.4,4.8,107.8,67.7,17.0,1823.1,,2036.8,,0.0
2.4,12,1806.4,0.4,273.2,,CENTUM ELECTRONICS LTD.,2.6,2.1,0.2,41136,20140331,189.5,2.5,304.9,60.8,41.7,2979.0,3.2,2005.6,,
,12,3345.9,0.0,15.5,,CABLE CORPN. OF INDIA LTD.,,,0.4,41168,20140331,-293.5,0.9,-215.3,-292.5,6.4,1468.7,,3189.0,,-1.9
,12,127.6,,33.9,,CABOT INDIA LTD.,,,6.5,41184,20140331,-0.1,-0.1,6.8,,,137.2,,120.4,,
,12,61564.5,254.0,8782.0,,CADILA HEALTHCARE LTD.,,,1.0,41246,20140331,1727.0,6.0,9036.0,1261.0,4358.0,36916.0,15.0,65013.0,,37.0
0.3,12,106.3,,0.8,,CALCOM VISION LTD.,0.1,0.0,0.0,41332,20140331,0.5,0.2,-0.6,0.2,0.0,168.0,,92.4,,
,12,1091.95,,43.8,,CALIFORNIA SOFTWARE CO. LTD.,0.1,,,41557,20140331,1.4,1.3,-185.6,,,70.0,,889.3,,0.0
,12,6527.55,,37.4,,CALS REFINERIES LTD.,0.0,,4.4,41595,20140331,-0.1,-0.1,-55.3,,,,0.0,6562.7,,
46.1,12,2752.05,-2.5,129.2,,CAMLIN FINE SCIENCES LTD.,1.1,,,41761,20140331,1.3,0.9,189.7,-0.4,27.2,3829.0,0.1,2890.3,,-0.2
180.1,12,3410.4,19.1,82.3,,KOKUYO CAMLIN LTD.,0.0,,0.1,41764,20140331,157.1,15.8,-115.8,110.0,21.0,4884.8,0.0,4007.9,,-1.1
,12,2861.4,30.0,312.9,,CAMPHOR & ALLIED PRODUCTS LTD.,,,,41793,20140331,134.3,1.4,201.1,101.4,7.9,3331.5,,3033.1,,1.5
0.0,12,2529.8,7.4,-146.7,,CAMSON BIO TECHNOLOGIES LTD.,0.5,,0.0,41809,20140331,331.4,2.7,132.7,0.0,119.2,1456.3,0.5,2891.6,,-0.3
10.5,12,50033.8,0.0,1138.1,,CAN FIN HOMES LTD.,4.7,0.0,0.0,41823,20140331,29.0,22.6,757.1,,,,,59237.8,,1.7
,12,35.85,,-0.2,,MEGLON INFRA-REAL (INDIA) LTD.,,,,41832,20140331,,,-0.3,,,1.1,,35.7,,
661.6,12,4487043.05,1028.6,115314.0,,CANARA BANK,,,27.7,41860,20140331,4864.4,3835.8,24381.9,,,,,4922659.7,,
,12,,,,,CANARA STEEL LTD.,,,,41881,20140331,,,-20.1,,,10.8,,37.2,,
,12,35.9,,-1.9,,CAPFIN INDIA LTD.,0.0,,,42119,20140331,,,0.3,,,,,36.1,,0.0
170.7,12,4502.8,0.0,-114.4,,C H D DEVELOPERS LTD.,1.2,,,42168,20140331,54.2,1.5,109.9,5.6,,3067.6,32.4,5020.9,,13.5
0.3,12,80.05,,23.6,,CAPITAL TRADE LINKS LTD.,-0.2,,,42217,20140331,-0.2,,0.5,,,,,65.7,,
0.1,12,497.25,,-281.7,,CAPITAL TRUST LTD.,0.5,,,42219,20140331,1.1,0.7,18.2,0.1,,,0.0,695.8,,-0.2
0.8,12,1474.2,252.5,597.7,,CAPLIN POINT LABORATORIES LTD.,,49.0,,42236,20140630,379.3,67.6,256.4,,20.8,1581.1,4.5,1742.4,,5.5
0.1,12,62.2,,0.0,,CAPMAN FINANCIALS LTD.,,,,42240,20140331,,,4.7,,,,,65.3,,
,12,69.1,,-0.5,,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,0.2,,,42277,20140331,-0.4,,0.7,,,41.1,,69.2,,-0.6
,12,1462.65,0.0,66.8,,CAPRIHANS INDIA LTD.,,,0.1,42306,20140331,8.9,1.0,52.5,5.8,1.6,2658.9,1.5,1484.6,,0.6
2.0,12,621.85,4.5,-0.5,,CAPTAIN POLYPLAST LTD.,0.7,,0.0,42355,20140331,75.7,3.0,21.2,61.1,,821.0,,727.3,,5.4
,12,29650.7,57.8,5610.5,,GRAPHITE INDIA LTD.,,,0.1,42434,20140331,300.1,4.9,1709.2,215.1,1.4,18448.9,18.1,32179.7,,4.2
53.0,12,10429.9,46.0,980.9,,CARBORUNDUM UNIVERSAL LTD.,,,2.8,42443,20140331,474.7,2.7,727.8,355.4,71.5,12479.7,8.8,10608.8,,2.1
,12,855.8,0.0,56.1,,CARNATION INDUSTRIES LTD.,0.3,,,42682,20140331,3.7,,23.8,2.8,,985.9,0.2,854.5,,
104.2,12,4027.7,0.0,875.9,,ZYDUS WELLNESS LTD.,,,0.0,42684,20140331,41.1,23.2,964.5,16.8,2.3,1143.3,0.6,4336.7,,0.5
1200.9,12,15613.2,17.9,5476.0,,CASTROL INDIA LTD.,,,0.0,42974,20141231,398.0,147.4,4745.6,55.2,105.6,40813.9,110.4,15001.7,,
,12,192.55,,164.3,,CASTRON TECHNOLOGIES LTD.,,,,42980,20140331,1.0,,20.4,1.0,,405.2,,201.0,,
15.4,12,1990.4,0.0,197.4,0.1,SREELEATHERS LTD.,0.3,0.0,,42995,20140331,3.6,3.2,70.8,,,569.9,,2081.2,,0.0
0.3,12,861.3,0.0,,,CAT TECHNOLOGIES LTD.,0.1,,,42997,20140331,1.3,0.2,-23.9,,,40.9,1.0,839.4,,0.0
0.5,12,233.15,,24.7,,CATVISION LTD.,0.6,,,43062,20140331,1.6,0.9,5.6,0.0,,332.2,0.1,229.0,0.0,0.0
,12,334.1,0.0,518.8,,C F L CAPITAL FINANCIAL SERVICES LTD.,,,0.0,43152,20140331,-95.6,-0.7,-571.6,-94.5,,0.4,,232.8,,-0.4
714.7,12,32679.6,17.6,1552.4,,CEAT LTD.,,,2.1,43155,20140331,448.1,7.2,2537.8,371.3,183.2,58968.0,56.0,34128.4,,-4.0
,12,441.6,,32.9,,CEEJAY FINANCE LTD.,0.4,,,43227,20140331,1.3,0.9,37.3,,,,0.1,447.3,,-0.1
0.9,12,1818.7,11.3,264.7,,EXEDY INDIA LTD.,0.0,2.4,,43235,20140331,114.1,2.8,-146.3,94.2,,3603.3,,1865.2,,3.4
,12,378.95,0.0,-59.6,,CEENIK EXPORTS (INDIA) LTD.,,,0.0,43250,20140331,20.6,0.1,-12.3,19.4,,92.6,,403.1,,1.1
,12,567.0,,173.5,,S P S FINQUEST LTD.,0.0,,,43251,20140331,,,6.9,,,,,512.7,,
0.1,12,178.4,,-13.0,,CEETA INDUSTRIES LTD.,0.0,,0.0,43258,20140331,0.1,0.1,10.1,0.0,,52.4,,182.8,,0.0
,12,1465.35,0.7,29.1,,CELEBRITY FASHIONS LTD.,1.6,,99.7,43288,20140331,1.1,0.5,83.4,-2.2,,2429.2,0.4,1481.5,,0.1
,12,322.25,2.1,28.2,,CENLUB INDUSTRIES LTD.,,0.4,0.0,43406,20140331,11.4,0.6,2.8,7.6,,254.8,0.6,359.7,,0.1
0.1,12,489.3,,-2.6,,CENTENIAL SURGICAL SUTURE LTD.,,,,43443,20140331,3.2,0.3,17.9,0.9,,539.3,0.0,501.3,,2.0
265.4,12,2774303.5,15.9,79808.1,,CENTRAL BANK OF INDIA,,,,43461,20140331,3371.2,3355.3,-12628.4,,,,,2902259.2,,
,12,4024.25,0.0,299.8,,CENTRAL DEPOSITORY SERVICES (INDIA) LTD.,2.3,,9.5,43479,20140331,-4.3,2.1,414.0,-25.0,,,16.2,4167.4,,0.1
,12,22.65,,-18.2,,CENTRAL PROVINCES RAILWAYS CO. LTD.,,,,43535,20140331,,,-0.9,,,,,30.9,,
,12,277.6,,-18.5,,CENTRON INDUSTRIAL ALLIANCE LTD.,,,,43596,20140331,-12.2,,3.9,,,227.8,,247.6,,-12.2
0.1,12,4676.65,,37.1,,CENTRUM CAPITAL LTD.,0.6,,18.5,43600,20140630,3.5,0.8,114.1,,,,0.1,5029.3,,2.0
,12,19.85,,0.0,,ARUNJYOTI BIO VENTURES LTD.,,,,43634,20140331,,,0.0,,,,,19.9,,
,12,11407.15,-117.6,1462.4,,CENTURY ENKA LTD.,,,53.9,43677,20140331,-988.9,-1.3,629.3,-862.6,32.4,16492.8,,11304.2,,3.8
,12,1004.8,-0.1,109.2,,CENTURY EXTRUSIONS LTD.,,0.2,0.0,43681,20140331,-16.9,0.4,-10.4,-17.5,,2150.3,,981.9,,0.1
72.2,12,3606.8,20.8,317.0,,MERINO INDUSTRIES LTD.,0.0,0.0,7.4,43709,20140331,158.8,3.6,219.5,125.7,,6061.9,0.3,3866.1,,8.4
339.5,12,8910.4,195.7,306.5,,CENTURY PLYBOARDS (INDIA) LTD.,4.4,33.8,5.7,43729,20140331,545.0,15.4,677.7,210.9,,14044.1,19.6,9202.2,,5.5
141.6,12,93585.2,382.7,5911.6,,CENTURY TEXTILES & INDS. LTD.,,281.1,26.1,43750,20140331,4823.8,58.1,27.2,3671.9,80.8,73529.8,20.0,96156.0,378.9,26.9
,12,291.05,,,,CEPHAM MILK SPECIALITIES LTD.,0.1,,122.2,43774,20140331,-0.5,0.5,149.9,-1.1,,113.0,,348.0,,0.0
0.2,6,1206.5,,23.6,,CEREBRA INTEGRATED TECHNOLOGIES LTD.,-7.0,-0.2,,43807,20140331,-12.2,-2.5,0.1,-2.5,,612.6,,1406.5,,0.0
,12,61.15,,-0.2,,CETHAR INDUSTRIES LTD.,,,,43834,20140331,,,-0.1,,,,,60.9,,
,12,,,,,CHADHA PAPERS LTD.,,,,43903,20140331,,,-63.3,,,,,1343.6,,
,12,1708.95,,-68.4,,V K S PROJECTS LTD.,0.0,,,43961,20140331,2.2,,-51.9,2.2,,692.1,,1399.4,,0.0
,12,859.6,,52.2,,CIGNITI TECHNOLOGIES LTD.,31.4,13.0,,44042,20140331,65.1,20.7,80.4,,,555.2,0.0,1165.7,,
0.0,12,3.9,,-0.2,,CHAMAK HOLDINGS LTD.,,,,44169,20140331,,,0.2,,,0.5,,7.0,,
4.9,12,1313.95,10.3,-210.9,,CHAMAN LAL SETIA EXPORTS LTD.,,,,44185,20140331,26.2,2.3,167.4,3.0,,4161.9,,1565.2,,8.4
,12,146.55,,1.1,,CHAMBAL BREWERIES & DISTILLERIES LTD.,,,,44215,20140331,,,-2.1,,,53.4,,145.4,,
,12,81336.55,164.3,8425.4,,CHAMBAL FERTILISERS & CHEMICALS LTD.,,,119.0,44220,20140331,2075.7,20.8,3030.7,709.2,1.7,80088.8,8.3,78005.3,,1205.4
,12,3007.65,,-32.8,,WEIZMANN FOREX LTD.,-3.6,,0.0,44390,20140331,-1.9,-10.1,182.8,,,19.2,3.7,3357.4,,8.1
,12,280.7,4.2,12.3,,CHANDNI TEXTILES ENGG. INDS. LTD.,,0.1,0.0,44665,20140331,7.0,-7.4,1.2,10.9,,136.9,,285.1,,-0.8
0.1,12,320.0,,51.0,,CHANDRA PRABHU INTL. LTD.,,,,44742,20140331,5.4,,18.7,,,1028.1,,269.9,,5.4
,12,383.75,0.0,0.0,,REGENT ENTERPRISES LTD.,,,0.0,44926,20140331,,,-1.7,,,,,382.9,,0.0
0.1,12,2.5,,-0.3,,ANTARIKSH INDUSTRIES LTD.,0.0,,,44984,20140331,,,0.0,,,,,2.5,,
,12,2105.3,,-59.7,,IRIS MEDIAWORKS LTD.,0.1,,,44992,20140331,0.1,,-2.3,,,898.0,,1808.9,,
,12,22.5,,-0.5,,CHARMS INDUSTRIES LTD.,,,,45191,20140331,,,0.3,,,6.2,,22.8,,
,12,233.8,,-32.6,,CHARTERED CAPITAL & INVST. LTD.,,0.1,,45214,20140331,0.1,,9.7,,,,,220.1,,
0.1,12,1312.95,-0.9,336.8,,CHARTERED LOGISTICS LTD.,0.5,,4.7,45216,20140331,17.0,4.0,-82.4,0.0,,1610.5,,1236.3,,-2.5
0.4,12,222.7,,12.4,,CHASE BRIGHT STEEL LTD.,0.1,0.0,,45264,20140331,2.0,0.1,-4.3,0.3,,319.0,,212.1,,1.5
3.1,12,1215.1,35.8,118.8,,CHEMBOND CHEMICALS LTD.,1.3,3.5,,45635,20140331,60.2,2.0,42.8,16.6,5.5,2274.9,1.1,1307.0,,-0.1
0.0,12,19.2,,,,STANDARD SHOE SOLE & MOULD (INDIA) LTD.,,,,45657,20140331,,,-1.2,,,8.9,,19.4,,
0.4,12,2049.85,0.4,162.6,,CHEMFAB ALKALIS LTD. [MERGED],,,0.8,45690,20140331,102.2,2.4,164.5,65.4,8.8,1258.6,1.1,2222.7,,-0.6
